,family,type,microarchitecture,additional_memory,additional_storage,additional_cpus,additional_gpus,total
353,E2as – E96as v4,E96as v4,EPYC 2nd Gen,910.54,100.0,0.0,0.0,2010.54
354,E2d – E64d v4,E16d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
355,E2d – E64d v4,E20d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
356,E2d – E64d v4,E2d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
357,E2d – E64d v4,E32d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
358,E2d – E64d v4,E48d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
359,E2d – E64d v4,E4d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
360,E2d – E64d v4,E64d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
361,E2d – E64d v4,E8d v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
362,E2ds – E64ds v4,E16ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
363,E2ds – E64ds v4,E20ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
364,E2ds – E64ds v4,E2ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
365,E2ds – E64ds v4,E32ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
366,E2ds – E64ds v4,E48ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
367,E2ds – E64ds v4,E4ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
368,E2ds – E64ds v4,E64ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
369,E2ds – E64ds v4,E80ids v4 1,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
370,E2ds – E64ds v4,E8ds v4,Cascade Lake,677.35,100.0,100.0,0.0,1877.35
371,E2s – E64s v4,E16s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
372,E2s – E64s v4,E20s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
373,E2s – E64s v4,E2s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
374,E2s – E64s v4,E32s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
375,E2s – E64s v4,E48s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
376,E2s – E64s v4,E4s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
377,E2s – E64s v4,E64s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
378,E2s – E64s v4,E80is v4 1,Cascade Lake,677.35,50.0,100.0,0.0,1827.35
379,E2s – E64s v4,E8s v4,Cascade Lake,677.35,0.0,100.0,0.0,1777.35
380,E2s-64s v3,E16s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
381,E2s-64s v3,E16s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
382,E2s-64s v3,E16s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
383,E2s-64s v3,E20s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
384,E2s-64s v3,E20s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
385,E2s-64s v3,E20s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
386,E2s-64s v3,E2s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
387,E2s-64s v3,E2s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
388,E2s-64s v3,E2s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
389,E2s-64s v3,E32s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
390,E2s-64s v3,E32s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
391,E2s-64s v3,E32s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
392,E2s-64s v3,E48s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
393,E2s-64s v3,E48s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
394,E2s-64s v3,E48s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
395,E2s-64s v3,E4s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
396,E2s-64s v3,E4s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
397,E2s-64s v3,E4s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
398,E2s-64s v3,E64is v3 1,Broadwell,577.42,100.0,100.0,0.0,1777.42
399,E2s-64s v3,E64is v3 1,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
400,E2s-64s v3,E64is v3 1,Skylake,577.42,100.0,100.0,0.0,1777.42
401,E2s-64s v3,E64s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
402,E2s-64s v3,E64s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
403,E2s-64s v3,E64s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
404,E2s-64s v3,E8s v3,Broadwell,577.42,100.0,100.0,0.0,1777.42
405,E2s-64s v3,E8s v3,Cascade Lake,577.42,100.0,100.0,0.0,1777.42
406,E2s-64s v3,E8s v3,Skylake,577.42,100.0,100.0,0.0,1777.42
407,F-series,F1,Haswell,22.21,100.0,100.0,0.0,1222.21
408,F-series,F1,Cascade Lake,22.21,100.0,100.0,0.0,1222.21
409,F-series,F1,Skylake,22.21,100.0,100.0,0.0,1222.21
410,F-series,F1,Broadwell,22.21,100.0,100.0,0.0,1222.21
411,F-series,F16,Haswell,22.21,100.0,100.0,0.0,1222.21
412,F-series,F16,Cascade Lake,22.21,100.0,100.0,0.0,1222.21
413,F-series,F16,Skylake,22.21,100.0,100.0,0.0,1222.21
414,F-series,F16,Broadwell,22.21,100.0,100.0,0.0,1222.21
415,F-series,F2,Haswell,22.21,100.0,100.0,0.0,1222.21
416,F-series,F2,Cascade Lake,22.21,100.0,100.0,0.0,1222.21
417,F-series,F2,Skylake,22.21,100.0,100.0,0.0,1222.21
418,F-series,F2,Broadwell,22.21,100.0,100.0,0.0,1222.21
419,F-series,F4,Haswell,22.21,100.0,100.0,0.0,1222.21
420,F-series,F4,Cascade Lake,22.21,100.0,100.0,0.0,1222.21
421,F-series,F4,Skylake,22.21,100.0,100.0,0.0,1222.21
422,F-series,F4,Broadwell,22.21,100.0,100.0,0.0,1222.21
423,F-series,F8,Haswell,22.21,100.0,100.0,0.0,1222.21
424,F-series,F8,Cascade Lake,22.21,100.0,100.0,0.0,1222.21
425,F-series,F8,Skylake,22.21,100.0,100.0,0.0,1222.21
426,F-series,F8,Broadwell,22.21,100.0,100.0,0.0,1222.21
427,Fs-Series,F16s,Unknown,22.21,100.0,100.0,0.0,1222.21
428,Fs-Series,F1s,Unknown,22.21,100.0,100.0,0.0,1222.21
429,Fs-Series,F2s,Unknown,22.21,100.0,100.0,0.0,1222.21
430,Fs-Series,F4s,Unknown,22.21,100.0,100.0,0.0,1222.21
431,Fs-Series,F8s,Unknown,22.21,100.0,100.0,0.0,1222.21
432,Fsv2-series,F16s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
433,Fsv2-series,F16s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
434,Fsv2-series,F2s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
435,Fsv2-series,F2s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
436,Fsv2-series,F32s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
437,Fsv2-series,F32s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
438,Fsv2-series,F48s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
439,Fsv2-series,F48s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
440,Fsv2-series,F4s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
441,Fsv2-series,F4s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
442,Fsv2-series,F64s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
443,Fsv2-series,F64s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
444,Fsv2-series,F72s v2,Skylake,177.67,100.0,100.0,0.0,1377.67
445,Fsv2-series,F72s v2,Cascade Lake,177.67,100.0,100.0,0.0,1377.67
446,Fsv2-series,F8s v2,Skylake,599.62,100.0,100.0,0.0,1799.62
447,Fsv2-series,F8s v2,Cascade Lake,599.62,100.0,100.0,0.0,1799.62
448,G-series,G1,Haswell,599.62,50.0,100.0,0.0,1749.62
449,G-series,G2,Haswell,599.62,50.0,100.0,0.0,1749.62
450,G-series,G3,Haswell,599.62,50.0,100.0,0.0,1749.62
451,G-series,G4,Haswell,599.62,50.0,100.0,0.0,1749.62
452,G-series,G5,Haswell,599.62,50.0,100.0,0.0,1749.62
453,Gs-Series,Gs1,Unknown,599.62,50.0,100.0,0.0,1749.62
454,Gs-Series,Gs2,Unknown,599.62,50.0,100.0,0.0,1749.62
455,Gs-Series,Gs3,Unknown,599.62,50.0,100.0,0.0,1749.62
456,Gs-Series,Gs4,Unknown,599.62,50.0,100.0,0.0,1749.62
457,Gs-Series,Gs5,Unknown,599.62,50.0,100.0,0.0,1749.62
458,H-series,H16,Haswell,288.71,50.0,100.0,0.0,1438.71
459,H-series,H16m,Haswell,288.71,50.0,100.0,0.0,1438.71
460,H-series,H16mr,Haswell,288.71,50.0,100.0,0.0,1438.71
461,H-series,H16r,Haswell,288.71,50.0,100.0,0.0,1438.71
462,H-series,H8,Haswell,288.71,50.0,100.0,0.0,1438.71
463,H-series,H8m,Haswell,288.71,50.0,100.0,0.0,1438.71
464,H-series promo,H16 Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
465,H-series promo,H16m Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
466,H-series promo,H16mr Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
467,H-series promo,H16r Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
468,H-series promo,H8 Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
469,H-series promo,H8m Promo,Haswell,288.71,50.0,100.0,0.0,1438.71
470,HBv2-series,HB120rs v2,EPYC 2nd Gen,644.04,50.0,0.0,0.0,1694.04
471,HBv3-series,HB120rs v3,EPYC 3rd Gen,599.62,100.0,0.0,0.0,1699.62
472,Ls-series,L16s,Haswell,333.12,100.0,100.0,0.0,1533.12
473,Ls-series,L32s,Haswell,333.12,100.0,100.0,0.0,1533.12
474,Ls-series,L4s,Haswell,333.12,100.0,100.0,0.0,1533.12
475,Ls-series,L8s,Haswell,333.12,100.0,100.0,0.0,1533.12
476,Lsv2-series,L16s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
477,Lsv2-series,L32s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
478,Lsv2-series,L48s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
479,Lsv2-series,L64s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
480,Lsv2-series,L80s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
481,Lsv2-series,L8s v2,EPYC 1st Gen,866.12,50.0,100.0,0.0,2016.12
482,M-series,M128 1,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
483,M-series,M128 1,Haswell,5379.97,50.0,100.0,0.0,6529.97
484,M-series,M128m 1,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
485,M-series,M128m 1,Haswell,5379.97,50.0,100.0,0.0,6529.97
486,M-series,M128ms,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
487,M-series,M128ms,Haswell,5379.97,50.0,100.0,0.0,6529.97
488,M-series,M128s,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
489,M-series,M128s,Haswell,5379.97,50.0,100.0,0.0,6529.97
490,M-series,M16ms,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
491,M-series,M16ms,Haswell,5379.97,50.0,100.0,0.0,6529.97
492,M-series,M32ls,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
493,M-series,M32ls,Haswell,5379.97,50.0,100.0,0.0,6529.97
494,M-series,M32ms,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
495,M-series,M32ms,Haswell,5379.97,50.0,100.0,0.0,6529.97
496,M-series,M32ts,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
497,M-series,M32ts,Haswell,5379.97,50.0,100.0,0.0,6529.97
498,M-series,M64 1,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
499,M-series,M64 1,Haswell,5379.97,50.0,100.0,0.0,6529.97
500,M-series,M64ls,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
501,M-series,M64ls,Haswell,5379.97,50.0,100.0,0.0,6529.97
502,M-series,M64m 1,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
503,M-series,M64m 1,Haswell,5379.97,50.0,100.0,0.0,6529.97
504,M-series,M64ms,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
505,M-series,M64ms,Haswell,5379.97,50.0,100.0,0.0,6529.97
506,M-series,M64s,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
507,M-series,M64s,Haswell,5379.97,50.0,100.0,0.0,6529.97
508,M-series,M8ms,Cascade Lake,5379.97,50.0,100.0,0.0,6529.97
509,M-series,M8ms,Haswell,5379.97,50.0,100.0,0.0,6529.97
510,Mdsv2-series,M128dms v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
511,Mdsv2-series,M128ds v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
512,Mdsv2-series,M192idms v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
513,Mdsv2-series,M192ids v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
514,Mdsv2-series,M32dms v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
515,Mdsv2-series,M64dms v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
516,Mdsv2-series,M64ds v2,Cascade Lake,5663.12,50.0,100.0,0.0,6813.12
517,Msv2-series,M128ms v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
518,Msv2-series,M128s v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
519,Msv2-series,M192ims v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
520,Msv2-series,M192is v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
521,Msv2-series,M32ms v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
522,Msv2-series,M64ms v2,Cascade Lake,5663.12,0.0,100.0,0.0,6763.12
523,Msv2-series,M64s v2,Cascade Lake,15801.23,0.0,100.0,0.0,16901.23
524,Mv2-series,M208ms v2,Skylake,15801.23,50.0,100.0,0.0,16951.23
525,Mv2-series,M208s v2,Skylake,15801.23,50.0,100.0,0.0,16951.23
526,Mv2-series,M416ms v2,Skylake,15801.23,50.0,100.0,0.0,16951.23
527,Mv2-series,M416s v2,Skylake,15801.23,50.0,100.0,0.0,16951.23
528,NC-series,NC12,Unknown,288.71,50.0,100.0,600.0,2038.71
529,NC-series,NC24,Unknown,288.71,50.0,100.0,600.0,2038.71
530,NC-series,NC24r,Unknown,288.71,50.0,100.0,600.0,2038.71
531,NC-series,NC6,Unknown,288.71,50.0,100.0,600.0,2038.71
532,NC-series Promo,NC12 Promo,Unknown,288.71,50.0,100.0,600.0,2038.71
533,NC-series Promo,NC24 Promo,Unknown,288.71,50.0,100.0,600.0,2038.71
534,NC-series Promo,NC24r Promo,Unknown,288.71,50.0,100.0,600.0,2038.71
535,NC-series Promo,NC6 Promo,Unknown,288.71,50.0,100.0,600.0,2038.71
536,NCas_T4_v3 Series,NC16as T4 v3,Unknown,599.62,50.0,100.0,600.0,2349.62
537,NCas_T4_v3 Series,NC4as T4 v3,Unknown,599.62,50.0,100.0,600.0,2349.62
538,NCas_T4_v3 Series,NC64as T4 v3,Unknown,599.62,50.0,100.0,600.0,2349.62
539,NCas_T4_v3 Series,NC8as T4 v3,Unknown,599.62,50.0,100.0,600.0,2349.62
540,NCsv2-series,NC12s v2,Unknown,599.62,50.0,100.0,600.0,2349.62
541,NCsv2-series,NC24rs v2,Unknown,599.62,50.0,100.0,600.0,2349.62
542,NCsv2-series,NC24s v2,Unknown,599.62,50.0,100.0,600.0,2349.62
543,NCsv2-series,NC6s v2,Unknown,599.62,50.0,100.0,600.0,2349.62
544,NCsv3-series,NC12s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
545,NCsv3-series,NC24rs v3,Unknown,599.62,50.0,100.0,600.0,2349.62
546,NCsv3-series,NC24s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
547,NCsv3-series,NC6s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
548,NDs-series,ND12s,Unknown,599.62,50.0,100.0,600.0,2349.62
549,NDs-series,ND24rs,Unknown,599.62,50.0,100.0,600.0,2349.62
550,NDs-series,ND24s,Unknown,599.62,50.0,100.0,600.0,2349.62
551,NDs-series,ND6s,Unknown,599.62,50.0,100.0,600.0,2349.62
552,NDv2 Series,ND40rs v2,Unknown,910.54,50.0,100.0,1200.0,3260.54
553,NP-Series,NP10s,Unknown,1043.79,50.0,100.0,0.0,2193.79
554,NP-Series,NP20s,Unknown,1043.79,50.0,100.0,0.0,2193.79
555,NP-Series,NP40s,Unknown,1043.79,50.0,100.0,0.0,2193.79
556,NV-series,NV12,Unknown,288.71,50.0,100.0,600.0,2038.71
557,NV-series,NV24,Unknown,288.71,50.0,100.0,600.0,2038.71
558,NV-series,NV6,Unknown,288.71,50.0,100.0,600.0,2038.71
559,NVv3-series,NV12s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
560,NVv3-series,NV24s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
561,NVv3-series,NV48s v3,Unknown,599.62,50.0,100.0,600.0,2349.62
562,SAP HANA on Azure Large Instances,S192,Broadwell,16634.04,50.0,100.0,0.0,17784.04
563,SAP HANA on Azure Large Instances,S192m,Broadwell,16634.04,50.0,100.0,0.0,17784.04
564,SAP HANA on Azure Large Instances,S192xm,Broadwell,16634.04,50.0,100.0,0.0,17784.04
565,SAP HANA on Azure Large Instances,S384,Broadwell,16634.04,50.0,100.0,0.0,17784.04
566,SAP HANA on Azure Large Instances,S384m,Broadwell,16634.04,50.0,100.0,0.0,17784.04
567,SAP HANA on Azure Large Instances,S384xm,Broadwell,16634.04,50.0,100.0,0.0,17784.04
568,SAP HANA on Azure Large Instances,S384xxm,Broadwell,16634.04,50.0,100.0,0.0,17784.04
569,SAP HANA on Azure Large Instances,S576m,Broadwell,16634.04,50.0,100.0,0.0,17784.04
570,SAP HANA on Azure Large Instances,S96,Broadwell,16634.04,50.0,100.0,0.0,17784.04
571,SAP HANA on Azure Large Instances (second generation),S224,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
572,SAP HANA on Azure Large Instances (second generation),S224m,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
573,SAP HANA on Azure Large Instances (second generation),S224om,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
574,SAP HANA on Azure Large Instances (second generation),S224oo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
575,SAP HANA on Azure Large Instances (second generation),S224oom,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
576,SAP HANA on Azure Large Instances (second generation),S224ooo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
577,SAP HANA on Azure Large Instances (second generation),S448,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
578,SAP HANA on Azure Large Instances (second generation),S448m,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
579,SAP HANA on Azure Large Instances (second generation),S448om,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
580,SAP HANA on Azure Large Instances (second generation),S448oo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
581,SAP HANA on Azure Large Instances (second generation),S448oom,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
582,SAP HANA on Azure Large Instances (second generation),S448ooo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
583,SAP HANA on Azure Large Instances (second generation),S672,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
584,SAP HANA on Azure Large Instances (second generation),S672m,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
585,SAP HANA on Azure Large Instances (second generation),S672om,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
586,SAP HANA on Azure Large Instances (second generation),S672oo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
587,SAP HANA on Azure Large Instances (second generation),S672oom,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
588,SAP HANA on Azure Large Instances (second generation),S672ooo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
589,SAP HANA on Azure Large Instances (second generation),S896,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
590,SAP HANA on Azure Large Instances (second generation),S896m,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
591,SAP HANA on Azure Large Instances (second generation),S896om,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
592,SAP HANA on Azure Large Instances (second generation),S896oo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
593,SAP HANA on Azure Large Instances (second generation),S896oom,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
594,SAP HANA on Azure Large Instances (second generation),S896ooo,Cascade Lake,51145.79,50.0,100.0,0.0,52295.79
