Hardware VendorTest Sponsor,SystemEnclosure (if applicable),Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,TotalThreads,TotalMemory (GB),ssj_ops @ 100%,avg. watts@ 100%,avg. watts@ active idle,Result(Overall ssj_ops/watt)
IBM Corporation,"IBM System x3650 M4

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,1450305,262,57.2,5054
IBM Corporation,"IBM System x3500 M4

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,1459934,256,57.3,5108
IBM Corporation,"IBM System x3550 M4

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,1452648,265,60.6,4953
IBM Corporation,"IBM System x3300 M4

 Nov 14 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1482687,260,50.8,5418
IBM Corporation,"IBM System x3530 M4

 Nov 14 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1463219,274,62.6,5006


IBM Corporation,"IBM System x3630 M4

 Nov 14 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1461469,269,58.1,5117
IBM Corporation,"IBM NeXtScale nx360 M4
IBM NeXtScale n1200 Enclosure

 Oct  2 2013 | 
    HTML | 
    Text",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
IBM Corporation,"IBM System x3650 M4

 Oct  2 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,64,NC,NC,NC,NC
IBM Corporation,"IBM System x3500 M4

 Oct  2 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,32,NC,NC,NC,NC
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis

 Oct  2 2013 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon E5-2660 v2,2200,4,40,80,48,NC,NC,NC,NC
IBM Corporation,"IBM NeXtScale nx360 M4 (Intel Xeon E5-2660 v2)
IBM NeXtScale n1200 Enclosure

 May 14 2014 | 
    HTML | 
    Text",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
"IBM Corporation
Intel Corp.","IBM System x3200 M2

 Feb 17 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor E3110,3000,1,2,2,4,118486,117,75.2,605
Inspur Corporation,"NF5280M4

 Nov 12 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,NC,NC,NC,NC
Inspur Corporation,"NF5280 M4

 Aug 30 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,128,3561599,245,45.7,12296
Inspur Corporation,"Inspur NF5280M5

 May 23 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,5821446,454,49.4,13064
Inspur Corporation,"Inspur Yingxin NF8480M5

 Aug  1 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,4,112,224,384,9920959,726,158,12198
Inspur Corporation,"Inspur NF5180M5

 Aug  1 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU,2100,2,56,112,192,5802662,458,51.3,12167
Inspur Corporation,"Inspur NF5280M5

 Aug 15 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5727527,432,49.5,13481


Inspur Corporation,"Inspur NF5280M5

 Oct  9 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,2,56,112,192,4864136,347,48.3,12385
Inspur Corporation,"Inspur NF5280M5

 Jun  3 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5853828,410,48.6,14365
Inspur Corporation,"Inspur NF5180M5

 Jul  2 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5814232,414,48.2,14223
Inspur Corporation,"Inspur Yingxin NF8480M5

 Oct  7 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,384,11896061,919,102,13013
Inspur Corporation,"Inspur NF8480M6

 Jan 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,384,11556864,1008,104,11344
Inspur Corporation,"Inspur NF5180M6

 Jul 29 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8352Y Processor,2200,2,64,128,512,6652024,680,156,9100
Inspur Corporation,"Inspur NF5180M6

 Jul 29 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6336Y Processor,2400,2,48,96,256,5414537,650,176,7915
Inspur Corporation,"Inspur NF5280M5

 Aug 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Silver 4214,2200,2,24,48,384,1968840,289,112,5116
Inspur Corporation,"Inspur NF5280M5

 Aug 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6238R,2200,1,28,56,384,2249194,277,92.5,6316
Inspur Corporation,"Inspur NF5280M5

 Aug 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6252,2100,1,24,48,384,1908801,262,93.6,5694
Inspur Corporation,"Inspur NF5180M6

 Aug 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8080710,625,129,12271
Inspur Corporation,"Inspur NF5280M5

 Aug 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 5218,2300,2,32,64,384,2581837,367,114,5696
Inspur Corporation,"Inspur i24M6

 Apr 21 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8360Y,2400,2,72,144,256,7730068,689,221,8835


Inspur Corporation,"Inspur i24LM6

 Apr 29 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8368Q,2600,2,76,152,512,8483223,769,348,7275
Inspur(Beijing) Electronic Information Industry Co. Ltd,"NF290D2 (2.5 GHz Intel Xeon Processor L5420)

 Mar 26 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5420,2500,2,8,8,8,262599,178,101,910
"Intel Corp.
Parts Built
Intel Corp.","Intel Platform SE7520AF2 Server Board (3.6 GHz/1M L2 Intel Xeon processor)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor,3600,2,2,4,4,40852,336,159,87.4
"LSDtech
Telecommunications Technology Association","L224S-D/F/V-1

 Sep 23 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) Gold 6136 CPU,3000,2,24,48,196,2297344,432,131,4130
"LTechKorea Inc.
Telecommunications Technology Association","LKG-2212-C

 Jun  9 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) Gold 6226R,2900,2,32,64,512,3046161,377,96.6,6006
Lenovo Global Technology,"ThinkSystem SR650 (Intel Xeon Platinum 8176 CPU 2.10 GHz)

 Jul 11 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU,2100,2,56,112,192,5025064,357,57.7,12336
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem SD530

 Jul 19 2017 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,19563206,1434,256,11472
Lenovo Global Technology,"ThinkSystem SR850

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU,2100,4,112,224,384,10052756,688,95.8,13010
Lenovo Global Technology,"ThinkSystem SR650

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176 CPU,2100,1,28,56,96,2532117,183,45.6,11406
Lenovo Global Technology,"ThinkSystem SN550
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)

 Oct 25 2017 | 
    HTML | 
    Text",14,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,69444875,5288,1446,10738
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem D2 Enclosure

 Sep 12 2018 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,19865096,1474,241,11756
Lenovo Global Technology,"ThinkSystem SN850
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)

 Sep 27 2018 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,70603716,5366,820,11538
Lenovo Global Technology,"ThinkSystem SR950

 Sep 27 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,20352398,1479,182,12377


Lenovo Global Technology,"ThinkSystem SR150

 Jan 17 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,32,836281,87.2,16.8,10273
Lenovo Global Technology,"ThinkSystem SR650

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,4972543,352,67.7,12091
Lenovo Global Technology,"ThinkSystem SR630

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,4962317,355,72.3,11870
Lenovo Global Technology,"ThinkSystem SR950

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,19972927,1329,281,12886
Lenovo Global Technology,"ThinkSystem SR650 (Intel Xeon Platinum 8280 CPU 2.70 GHz)

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280 CPU,2700,1,28,56,96,2626299,177,50,11631
Lenovo Global Technology,"ThinkSystem SR850

 Jun  5 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L CPU,2200,4,112,224,384,10349524,711,119,13154
Lenovo Global Technology,"ThinkSystem SD530
ThinkSystem SD530

 Jul 17 2019 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,19698461,1324,315,12377
Lenovo Global Technology,"ThinkSystem SR850

 Jul 17 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,4,112,224,384,10221111,672,121,13357
Lenovo Global Technology,"Think System SR635

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6370222,255,74.6,18555
Lenovo Global Technology,"Think System SR655

 Aug  7 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6417037,243,76.8,19149
Lenovo Global Technology,"ThinkSystem SN850
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)

 Aug 21 2019 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8276L,2200,28,784,1568,2688,71032994,4985,1052,12295
Lenovo Global Technology,"Think System SR655

 Sep 19 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6647681,240,66.1,20176
Lenovo Global Technology,"Think System SR635

 Sep 19 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6668200,254,63.2,19422


Lenovo Global Technology,"Think System SR665

 May 11 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,12150181,395,82.3,23191
Lenovo Global Technology,"Think System SR665

 May 11 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,11986479,394,92.4,22879
Lenovo Global Technology,"Think System SR645

 May 11 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,12003050,403,99.5,22467
Lenovo Global Technology,"Think System SR645

 May 11 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,12181243,404,82.5,22877
Lenovo Global Technology,"Think System SR665

 Jun 10 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,12166530,391,82.8,23428
Lenovo Global Technology,"Think System SR665

 Jun 10 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,11944946,392,93.9,22903
Lenovo Global Technology,"Think System SR645

 Jun 10 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,11962483,398,94,22642
Lenovo Global Technology,"Think System SR645

 Jun 10 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,12184530,400,84,23082
Lenovo Global Technology,"Think System SR655

 Aug  6 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6617761,224,63.8,21603
Lenovo Global Technology,"Think System SR655

 Aug  6 2020 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,128,6446460,221,64.6,21074
Lenovo Global Technology,"ThinkSystem SR860V2

 Dec 16 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8376HL,2600,4,112,224,384,9383160,721,138,11300
Lenovo Global Technology,"ThinkSystem SR645

 Mar 24 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12386273,460,75.6,23332
Lenovo Global Technology,"ThinkSystem SR645

 Mar 24 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12283667,459,104,22963


Lenovo Global Technology,"ThinkSystem SR665

 Apr  8 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12412812,454,79.3,23505
Lenovo Global Technology,"ThinkSystem SR665

 May  6 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12301551,455,108,23120
Lenovo Global Technology,"ThinkSystem SR645

 May  6 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12303077,461,102,23036
Lenovo Global Technology,"ThinkSystem SR655

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,6114552,228,53,21653
Lenovo Global Technology,"ThinkSystem SR655

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,6176005,228,52.5,21843
Lenovo Global Technology,"ThinkSystem SR635

 Jun 30 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,1,64,128,128,6152117,240,54,21133
Lenovo Global Technology,"ThinkSystem SN550 V2
Lenovo Flex System Enterprise Chassis with CMM2 (00FJ669) standard (Model 8721)

 May 24 2022 | 
    HTML | 
    Text",14,Oracle Corporation,Intel Xeon Platinum 8352M,2300,28,896,1792,3584,75968958,5637,2115,9878
Lenovo Global Technology,"Think System SR665 V3

 Nov 14 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,21168252,634,117,27118
Lenovo Global Technology,"Think System SR665 V3

 Nov 14 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,21464632,630,115,27501
Lenovo Global Technology,"Think System SR645 V3

 Feb  1 2023 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,2,192,384,384,21423284,658,126,25980
Lenovo Global Technology,"Think System SR655 V3

 Feb 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,1,96,192,192,11458018,351,63.2,27448
Lenovo Global Technology,"Think System SR655 V3

 Feb 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,1,96,192,192,11579989,356,62.8,27142
Lenovo Global Technology,"Think System SR635 V3

 Mar 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,1,96,192,192,11652818,369,67.5,26278


Lenovo Global Technology,"Think System SR635 V3

 Mar 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 9654,2400,1,96,192,192,11435857,372,66.9,25945
NEC Corporation,"ECO CENTER

 Jul 31 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5420,2500,2,8,8,8,288502,175,102,1010
NEC Corporation,"Express5800/i120Ra-e1(Intel Xeon L5410)

 Aug 13 2008 | 
    HTML | 
    Text",1,BEA System Inc.,Intel Xeon L5410,2333,2,8,8,8,265325,186,106,876
NEC Corporation,"Express5800/iR120a-1E

 Dec 30 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,454560,176,64.1,1810
NEC Corporation,"Express5800/GT110b-S (Water Cooling)

 May 13 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,129402,60.9,25.8,1468
NEC Corporation,"Express5800/GT110b

 May 13 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X3430,2400,1,4,4,4,217709,100,32.6,1730
NEC Corporation,"Express5800/GT110b-S

 May 13 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,130559,60.9,24.8,1499
NEC Corporation,"Express5800/A1080a-D
Express5800/A1080a-D

 Jul 28 2010 | 
    HTML | 
    Text",2,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,3385385,2003,1178,1069
NEC Corporation,"Express5800/B120b
SIGMABLADE-H v2

 Aug 11 2010 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon L5640,2266,6,36,72,48,1923494,902,360,1555
NEC Corporation,"Express5800/R120b-2

 Aug 25 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,806218,249,74.5,2404
NEC Corporation,"Express5800/R120b-1

 Sep  9 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,808778,257,79,2340
NEC Corporation,"Express5800/E120b-1

 Sep 22 2010 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5630,2133,2,8,16,16,452043,138,60.7,2118
NEC Corporation,"Express5800/R140b-4

 Jan  4 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,1862600,913,498,1314


NEC Corporation,"Express5800/A1080a-S

 Jan 26 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,1895462,938,553,1268
NEC Corporation,"Express5800/A1080a-E

 Jan 26 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,3646995,1749,993,1335
NEC Corporation,"Express5800/R120b-2

 Feb 24 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,908306,246,80.4,2709
NEC Corporation,"Express5800/R120b-1

 Feb 24 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,909263,255,84.3,2648
NEC Corporation,"Express5800/R110c-1

 Jun 29 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X3470,2933,1,4,8,8,317528,118,46.5,2009
NEC Corporation,"Express5800/R120b-2

 Dec 14 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,932116,250,80.1,2772
NEC Corporation,"Express5800/R120b-1

 Dec 14 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,932485,259,82.9,2707
NEC Corporation,"Express5800/T120b-E

 Dec 14 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5650,2666,2,12,24,24,865618,258,80.1,2488
NEC Corporation,"Express5800/E120b-1

 Dec 28 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5645,2400,2,12,24,16,756242,200,63.1,2800
NEC Corporation,"Express5800/GT110f-S

 Jun 26 2013 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E3-1265LV3,2500,1,4,8,8,397309,45.1,15.9,6488
Nettrix,"R620 G40

 Jul 29 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,7623108,468,110,13223
Nettrix,"R620 G40

 Jul 12 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8368Q,2600,2,76,152,256,7642314,591,142,10799
Nettrix,"R620 G40

 Jul 21 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8352Y,2200,2,64,128,256,6294453,491,137,10103


Nettrix,"R620 G50

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,14705449,802,152,15025
Nettrix,"R620 G50 LP

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,14736604,814,157,14714
Nettrix,"R620 G50

 Mar  2 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,14575625,718,149,16828
New H3C Technologies Co. Ltd.,"UniServer R4900 G3

 Sep 20 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) Platinum 8180 CPU,2500,2,56,112,96,5691171,430,58.4,12368
New H3C Technologies Co. Ltd.,"H3C UniServer R6700 G3

 May  8 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,4,112,224,384,12105846,963,95.5,12747
New H3C Technologies Co. Ltd.,"H3C UniServer R6700 G3

 May  8 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,384,11462353,957,99.8,11964
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun  5 2019 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8180,2500,16,448,896,1536,45487862,3982,498,10820
New H3C Technologies Co. Ltd.,"H3C UniServer R6700 G3

 Jun  5 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,384,11628453,956,99.6,12190
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun  5 2019 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8180,2500,18,504,1008,1728,51097569,4479,558,10780
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 12 2019 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8180,2500,20,560,1120,1920,56910872,4993,631,10954
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 12 2019 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8180,2500,22,616,1232,2112,62581687,5479,681,11000
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 12 2019 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8180,2500,24,672,1344,2304,68308487,5999,735,11001
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 12 2019 | 
    HTML | 
    Text",13,Oracle Corporation,Intel Xeon Platinum 8180,2500,26,728,1456,2496,74057576,6532,787,10996


New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 12 2019 | 
    HTML | 
    Text",14,Oracle Corporation,Intel Xeon Platinum 8180,2500,28,784,1568,2688,79762333,7031,838,11046
New H3C Technologies Co. Ltd.,"H3C UniServer R6700 G3

 Jun 12 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,4,112,224,384,11927524,915,94.2,13107
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 26 2019 | 
    HTML | 
    Text",15,Oracle Corporation,Intel Xeon Platinum 8180,2500,30,840,1680,2880,85336817,7561,891,11047
New H3C Technologies Co. Ltd.,"H3C UniServer B5700 G3
H3C UniServer B16000

 Jun 26 2019 | 
    HTML | 
    Text",16,Oracle Corporation,Intel Xeon Platinum 8180,2500,32,896,1792,3072,90968790,7967,959,11066
New H3C Technologies Co. Ltd.,"H3C UniServer R6900 G5

 Dec  2 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,384,10793473,1005,89.2,11159
New H3C Technologies Co. Ltd.,"H3C UniServer R4900 G5

 Oct 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8135458,609,119,12521
New H3C Technologies Co. Ltd.,"H3C UniServer R4900 G5

 Nov 11 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8135458,609,119,12521
Nokia Corporation,"AE-SER1U-A
Nokia AirFrame Open Edge

 Feb 14 2020 | 
    HTML | 
    Text",5,Oracle Corporation,Intel(R) Xeon(R) Gold 6210U CPU,2500,5,100,200,320,7411713,877,247,6183
Plat'Home,"TRQX-1/50SA

 Jun 10 2009 | 
    HTML | 
    Text",1,Oracle,Xeon L5420,2500,2,4,4,16,276488,268,178,628
Plat'Home,"Cloud Station E

 Aug 24 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5520,2260,2,8,16,8,443893,169,56.7,1846
Plat'Home,"Cloud Station E

 Oct 21 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5530,2400,2,8,16,8,457103,172,56.2,1903
"Powerleader
Powerleader Company","PR2510D2

 Oct 14 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2660,2,8,8,8,285970,161,84.6,1135
"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D53XQ-2U

 Jul 19 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8540483,630,123,12217


"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D43K-1U

 Oct 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,12028568,453,78.5,21949
"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D54Q-2U

 Jan 10 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon 8480+,2000,2,112,224,512,14921960,982,192,12751
"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D54Q-2U

 Feb 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon 8480+,2000,2,112,224,512,14621096,926,187,13676
Quanta Computer Inc.,"QuantaGrid D51B-2U

 Dec 10 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,3226361,272,49.6,10238
Quanta Computer Inc.,"QuantaGrid S31A-1U

 Jun  1 2016 | 
    HTML | 
    Text",1,Oracle Corporation,Intel E3-1260L v5,2900,1,4,8,16,474667,47.9,14.4,7908
