,Benchmark,Hardware Vendor,System,Result,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
182,power_ssj2008,Dell Inc.,"PowerEdge R820 (Intel Xeon E5-4650L, 2.60 GHz)",5285.0,457.0,108.0,4,8,2,Intel Xeon E5-4650L,2600,48,64
184,power_ssj2008,Dell Inc.,"PowerEdge R820 (Intel Xeon E5-4650L, 2.60 GHz)",4894.0,446.0,110.0,4,8,2,Intel Xeon E5-4650L,2600,48,64
185,power_ssj2008,Dell Inc.,PowerEdge R830 (Intel Xeon E5-4669 v4 2.20 GHz),11064.0,562.0,86.4,4,22,2,Intel Xeon E5-4669 v4,2200,256,176
186,power_ssj2008,Dell Inc.,PowerEdge R840 (Intel Xeon Platinum 8180 2.50 GHz),11962.0,923.0,85.6,4,28,2,Intel Xeon Platinum 8180,2500,384,224
187,power_ssj2008,Dell Inc.,PowerEdge R840 (Intel Xeon Platinum 8180 2.50 GHz),11872.0,939.0,89.8,4,28,2,Intel Xeon Platinum 8180,2500,384,224
188,power_ssj2008,Dell Inc.,PowerEdge R940,11958.0,915.0,106.0,4,28,2,Intel Xeon Platinum 8180,2500,384,224
190,power_ssj2008,Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2660, 2.2 GHz)",4929.0,246.0,51.3,2,8,2,Intel Xeon E5-2660,2200,24,32
191,power_ssj2008,Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2660, 2.2 GHz)",4874.0,240.0,50.3,2,8,2,Intel Xeon E5-2660,2200,24,32
192,power_ssj2008,Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2660, 2.20 GHz)",5425.0,242.0,51.0,2,8,2,Intel Xeon E5-2660,2200,24,32
194,power_ssj2008,Dell Inc.,"PowerEdge T620 (Intel Xeon E5-2670, 2.6 GHz)",4730.0,227.0,50.2,2,8,2,Intel Xeon E5-2670,2600,24,32
195,power_ssj2008,Dell Inc.,PowerEdge T630 (Intel Xeon E5-2699 v3 2.30 GHz),10103.0,273.0,48.1,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
196,power_ssj2008,Dell Inc.,PowerEdge T640,11537.0,469.0,56.0,2,28,2,Intel Xeon Platinum 8180,2500,192,112
197,power_ssj2008,Dell Inc.,"PowerEdge XR4510c (Intel Xeon D-2776NT, 2.10 GHz)",8102.0,561.0,200.0,4,16,2,Intel Xeon-D 2776NT,2100,128,128
198,power_ssj2008,Dell Inc.,"PowerEdge XR8620T (Intel Xeon Gold 6421N, 1.80 GHz)",9994.0,487.0,170.0,2,32,2,Intel Xeon Gold 6421N,1800,256,128
199,power_ssj2008,"FALINUX, Inc.",AnyStor-700EC,8436.0,250.0,125.0,2,64,1,Ampere® Altra® 64-Bit Multi-Core Processor Q64-30,3000,64,128
200,power_ssj2008,"FALINUX, Inc.",AnyStor-700EC,8335.0,123.0,73.1,1,64,1,Ampere® Altra® 64-Bit Multi-Core Processor Q64-30,3000,32,64
201,power_ssj2008,Five9 Network Systems,Five9 N1200 Carrier Grade Server,1990.0,190.0,76.5,2,6,2,Intel Xeon X5670,2930,12,24
202,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY CX2550 M1,9971.0,1152.0,171.0,8,18,2,Intel Xeon E5-2699 v3,2300,256,288
203,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY CX2560 M5,10619.0,1412.0,329.0,8,24,2,Intel Xeon Platinum 6252,2100,768,384
204,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY CX2560 M6,8903.0,1906.0,472.0,8,24,2,Intel Xeon Gold 5318Y,2100,1,384
205,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY CX2560 M6,9077.0,1600.0,482.0,8,24,2,Intel Xeon Gold 5318Y,2100,1,384
206,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY CX2560 M7,11580.0,2336.0,541.0,8,32,2,Intel Xeon Gold 6428N,1800,1,512
207,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY LX1430 M1,17278.0,250.0,60.8,1,64,2,AMD EPYC 7742,2250,256,128
208,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M1,6916.0,63.9,16.0,1,4,2,Intel Xeon E3-1275Lv3,2700,16,8
210,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M2,7809.0,47.7,16.0,1,4,2,Intel Xeon E3-1260L v5,2900,16,8
211,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M3,9281.0,56.1,13.1,1,4,2,Intel Xeon E3-1230 v6,3500,16,8
212,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M4,8924.0,73.9,12.8,1,6,2,Intel Xeon E-2176G,3700,16,12
213,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M4,11660.0,57.4,16.8,1,8,2,Intel Xeon E-2288G,3700,16,16
214,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M5,10767.0,70.5,17.9,1,8,2,Intel Xeon E-2388G,3200,16,16
215,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX1330 M5,8700.0,72.7,20.5,1,8,2,Intel Xeon E-2388G,3200,16,16
216,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2520 M5,10765.0,318.0,61.5,2,18,2,Intel Xeon Gold 5220,2200,192,72
217,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2530 M1,9811.0,289.0,47.3,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
218,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2530 M2,10950.0,266.0,49.6,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
219,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2530 M5,13006.0,367.0,53.6,2,28,2,Intel Xeon Platinum 8276L,2200,192,112
220,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2530 M7,13704.0,1036.0,186.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
221,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M1,10654.0,271.0,39.0,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
222,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M2,11638.0,255.0,43.6,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
223,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M4,12842.0,355.0,57.3,2,28,2,Intel Xeon Platinum 8176M,2100,192,112
224,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M5,13502.0,388.0,58.3,2,28,2,Intel Xeon Platinum 8280L,2700,192,112
225,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M5,11991.0,332.0,58.2,2,28,2,Intel Xeon Platinum 8276L,2300,192,112
226,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M7,14029.0,1043.0,184.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
227,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2540 M7,13836.0,989.0,182.0,2,56,2,Intel Xeon Platinum 8480+,2000,512,224
228,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2560 M1,10699.0,267.0,40.1,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
229,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX2560 M2,12079.0,243.0,41.7,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
230,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M4,12828.0,733.0,94.9,4,28,2,Intel Xeon Platinum 8176M,2100,192,224
231,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M4,12008.0,773.0,146.0,4,28,2,Intel Xeon Platinum 8176M,2100,192,224
232,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M4,11886.0,785.0,148.0,4,28,2,Intel Xeon Platinum 8176M,2100,192,224
233,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M5,12979.0,808.0,120.0,4,28,2,Intel Xeon Platinum 8280L,2700,384,224
234,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M5,11444.0,710.0,113.0,4,28,2,Intel Xeon Platinum 8276L,2300,384,224
235,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY RX4770 M6,11077.0,834.0,129.0,4,28,2,Intel Xeon Platinum 8380H,2900,384,224
236,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100),9596.0,55.5,11.7,1,6,2,Intel Xeon E-2356G,3200,16,12
237,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100),10707.0,59.4,11.7,1,6,2,Intel Xeon E-2356G,3200,16,12
238,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1310 M5 (D3931-C100),9993.0,58.9,15.6,1,6,2,Intel Xeon E-2356G,3200,16,12
239,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1310 M5 (D3931-C100),8241.0,61.9,18.6,1,6,2,Intel Xeon E-2356G,3200,16,12
240,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M1,7535.0,60.0,13.3,1,4,2,Intel Xeon E3-1275Lv3,2700,16,8
241,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M2,8944.0,44.7,11.6,1,4,2,Intel Xeon E3-1260L v5,2900,16,8
242,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M3,10427.0,51.8,9.33,1,4,2,Intel Xeon E3-1230 v6,3500,16,8
243,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M4,11089.0,61.8,11.7,1,6,2,Intel Xeon E-2176G,3700,16,12
244,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M4,9435.0,71.7,10.0,1,6,2,Intel Xeon E-2176G,3700,16,12
245,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M4,12364.0,56.0,16.3,1,8,2,Intel Xeon E-2288G,3700,16,16
246,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M5,10550.0,62.5,17.6,1,8,2,Intel Xeon E-2388G,3200,16,16
247,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1320 M5,8212.0,80.4,21.2,1,8,2,Intel Xeon E-2388G,3200,16,16
248,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M2,8187.0,47.2,16.1,1,4,2,Intel Xeon E3-1240L v5,2100,16,8
249,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M3,10000.0,51.2,12.4,1,4,2,Intel Xeon E3-1230 v6,3500,16,8
250,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M4,12631.0,53.2,15.9,1,8,2,Intel Xeon E-2288G,3700,16,16
251,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M4,9031.0,72.9,14.9,1,6,2,Intel Xeon E-2176G,3700,16,12
252,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M5,10857.0,73.6,18.0,1,8,2,Intel Xeon E-2388G,3200,16,16
253,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX1330 M5,8643.0,75.7,20.6,1,8,2,Intel Xeon E-2388G,3200,16,16
255,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX2550 M5,11901.0,342.0,54.8,2,24,2,Intel Xeon Gold 6252 Processor,2100,96,96
256,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX2550 M7,13055.0,563.0,120.0,2,32,2,Intel Xeon Gold 6438Y+,2000,512,128
257,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX2560 M1,10685.0,264.0,40.0,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
258,power_ssj2008,Fujitsu,FUJITSU Server PRIMERGY TX2560 M2,12065.0,241.0,41.8,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
259,power_ssj2008,Fujitsu,PRIMERGY BX920 S2 (Intel Xeon X5675),3221.0,4272.0,1032.0,36,6,2,Intel Xeon X5675,3067,216,432
260,power_ssj2008,Fujitsu,PRIMERGY BX920 S3 (Intel Xeon E5-2470),4677.0,4965.0,1014.0,36,8,2,Intel Xeon E5-2470,2300,432,576
262,power_ssj2008,Fujitsu,PRIMERGY CX120 S1 (Intel Xeon L5530),2320.0,6303.0,1842.0,76,4,2,Intel Xeon L5530,2400,304,608
263,power_ssj2008,Fujitsu,PRIMERGY RX100 S5 (Intel Xeon L3360),1118.0,109.0,63.1,1,4,1,Intel Xeon L3360,2833,4,4
264,power_ssj2008,Fujitsu,PRIMERGY RX100 S6 (Intel Xeon X3470),1842.0,130.0,35.0,1,4,2,Intel Xeon X3470,2933,4,8
265,power_ssj2008,Fujitsu,PRIMERGY RX100 S6 (Intel Xeon X3480),2155.0,127.0,33.4,1,4,2,Intel Xeon X3480,3067,4,8
266,power_ssj2008,Fujitsu,PRIMERGY RX100 S7 (Intel Xeon E3-1260L),4323.0,57.2,17.8,1,4,2,Intel Xeon E3-1260L,2400,8,8
267,power_ssj2008,Fujitsu,PRIMERGY RX100 S7p (Intel Xeon E3-1265LV2),5576.0,59.5,19.1,1,4,2,Intel Xeon E3-1265LV2,2500,8,8
268,power_ssj2008,Fujitsu,PRIMERGY RX100 S8 (Intel Xeon E3-1265Lv3),6137.0,69.8,17.7,1,4,2,Intel Xeon E3-1265Lv3,2500,8,8
269,power_ssj2008,Fujitsu,PRIMERGY RX200 S4 (Intel Xeon L5430),851.0,231.0,154.0,2,4,1,Intel Xeon L5430,2667,8,8
270,power_ssj2008,Fujitsu,PRIMERGY RX200 S6 (Intel Xeon X5670),2850.0,242.0,76.2,2,6,2,Intel Xeon X5670,2933,12,24
271,power_ssj2008,Fujitsu,PRIMERGY RX200 S7 (Intel Xeon E5-2660),5058.0,258.0,59.8,2,8,2,Intel Xeon E5-2660,2200,24,32
272,power_ssj2008,Fujitsu,PRIMERGY RX200 S7 (Intel Xeon E5-2660),4722.0,257.0,58.6,2,8,2,Intel Xeon E5-2660,2200,32,32
274,power_ssj2008,Fujitsu,PRIMERGY RX2530 M6,11533.0,580.0,131.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
275,power_ssj2008,Fujitsu,PRIMERGY RX2530 M6,12066.0,568.0,132.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
276,power_ssj2008,Fujitsu,PRIMERGY RX2540 M6,11652.0,564.0,135.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
277,power_ssj2008,Fujitsu,PRIMERGY RX2540 M6,12211.0,550.0,137.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
278,power_ssj2008,Fujitsu,PRIMERGY RX300 S4 (Intel Xeon L5430),855.0,235.0,147.0,2,4,1,Intel Xeon L5430,2667,8,8
279,power_ssj2008,Fujitsu,PRIMERGY RX300 S6 (Intel Xeon X5670),2822.0,245.0,77.9,2,6,2,Intel Xeon X5670,2933,12,24
280,power_ssj2008,Fujitsu,PRIMERGY RX300 S7 (Intel Xeon E5-2660),5406.0,245.0,54.0,2,8,2,Intel Xeon E5-2660,2200,24,32
281,power_ssj2008,Fujitsu,PRIMERGY RX300 S7 (Intel Xeon E5-2660),5032.0,245.0,53.1,2,8,2,Intel Xeon E5-2660,2200,32,32
283,power_ssj2008,Fujitsu,PRIMERGY RX350 S7 (Intel Xeon E5-2660),5347.0,245.0,55.2,2,8,2,Intel Xeon E5-2660,2200,24,32
284,power_ssj2008,Fujitsu,PRIMERGY RX350 S7 (Intel Xeon E5-2660),5035.0,240.0,52.3,2,8,2,Intel Xeon E5-2660,2200,24,32
286,power_ssj2008,Fujitsu,PRIMERGY RX500 S7 (Intel Xeon E5-4640),5350.0,420.0,97.1,4,8,2,Intel Xeon E5-4640,2400,48,64
287,power_ssj2008,Fujitsu,PRIMERGY RX500 S7 (Intel Xeon E5-4640),5029.0,402.0,94.6,4,8,2,Intel Xeon E5-4640,2400,48,64
288,power_ssj2008,Fujitsu,PRIMERGY TX100 S1 (Intel Xeon L3360),1500.0,94.7,46.2,1,4,1,Intel Xeon L3360,2833,8,4
289,power_ssj2008,Fujitsu,PRIMERGY TX100 S3p (Intel Xeon E3-1240V2),6008.0,72.5,14.1,1,4,2,Intel Xeon E3-1240V2,3400,8,8
290,power_ssj2008,Fujitsu,PRIMERGY TX120 S3 (Intel Xeon E3-1260L),4697.0,54.0,14.9,1,4,2,Intel Xeon E3-1260L,2400,8,8
291,power_ssj2008,Fujitsu,PRIMERGY TX120 S3p (Intel Xeon E3-1265LV2),6109.0,56.2,15.7,1,4,2,Intel Xeon E3-1265LV2,2500,8,8
292,power_ssj2008,Fujitsu,PRIMERGY TX140 S1 (Intel Xeon E3-1260L),4549.0,53.6,16.8,1,4,2,Intel Xeon E3-1260L,2400,8,8
293,power_ssj2008,Fujitsu,PRIMERGY TX140 S1p (Intel Xeon E3-1265LV2),5887.0,55.3,18.9,1,4,2,Intel Xeon E3-1265LV2,2500,8,8
294,power_ssj2008,Fujitsu,PRIMERGY TX140 S2 (Intel Xeon E3-1265Lv3),6797.0,58.5,19.0,1,4,2,Intel Xeon E3-1265Lv3,2500,8,8
295,power_ssj2008,Fujitsu,PRIMERGY TX150 S6 (Intel Xeon L3360),1271.0,98.4,51.7,1,4,1,Intel Xeon L3360,2833,4,4
296,power_ssj2008,Fujitsu,PRIMERGY TX150 S7 (Intel Xeon X3470),2187.0,112.0,24.3,1,4,2,Intel Xeon X3470,2933,4,8
297,power_ssj2008,Fujitsu,PRIMERGY TX150 S7 (Intel Xeon X3480),2513.0,113.0,24.8,1,4,2,Intel Xeon X3480,3067,4,8
298,power_ssj2008,Fujitsu,PRIMERGY TX200 S7 (Intel Xeon E5-2470),5689.0,252.0,50.7,2,8,2,Intel Xeon E5-2470,2300,24,32
299,power_ssj2008,Fujitsu,PRIMERGY TX200 S7 (Intel Xeon E5-2470),5177.0,252.0,51.4,2,8,2,Intel Xeon E5-2470,2300,24,32
300,power_ssj2008,Fujitsu,PRIMERGY TX300 S4 (Intel Xeon L5430),917.0,221.0,136.0,2,4,1,Intel Xeon L5430,2667,8,8
301,power_ssj2008,Fujitsu,PRIMERGY TX300 S6 (Intel Xeon X5670),2900.0,236.0,78.5,2,6,2,Intel Xeon X5670,2933,12,24
302,power_ssj2008,Fujitsu,PRIMERGY TX300 S6 (Intel Xeon X5675),2989.0,236.0,74.8,2,6,2,Intel Xeon X5675,3066,12,24
303,power_ssj2008,Fujitsu,PRIMERGY TX300 S7 (Intel Xeon E5-2660),5372.0,246.0,55.1,2,8,2,Intel Xeon E5-2660,2200,24,32
304,power_ssj2008,Fujitsu,PRIMERGY TX300 S7 (Intel Xeon E5-2660),5032.0,240.0,52.6,2,8,2,Intel Xeon E5-2660,2200,24,32
306,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX100 S5 (Intel Xeon L3360),1116.0,109.0,63.2,1,4,1,Intel Xeon L3360,2833,4,4
307,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX100 S5 (Intel Xeon X3360),1015.0,115.0,63.0,1,4,1,Intel Xeon X3360,2833,4,4
308,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX200 S4 (Intel Xeon L5430),851.0,231.0,154.0,2,4,1,Intel Xeon L5430,2667,8,8
309,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX200 S4 (Intel Xeon L5430),780.0,234.0,158.0,2,4,1,Intel Xeon L5430,2667,8,8
310,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX300 S3 (Intel Xeon L5335),446.0,260.0,187.0,2,4,1,Intel Xeon L5335,2000,16,8
311,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX300 S4 (INTEL Xeon E5440),690.0,265.0,166.0,2,4,1,Intel Xeon E5440,2830,16,8
312,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX300 S4 (Intel Xeon L5430),854.0,235.0,147.0,2,4,1,Intel Xeon L5430,2667,8,8
313,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY RX300 S4 (Intel Xeon L5430),780.0,231.0,155.0,2,4,1,Intel Xeon L5430,2667,8,8
314,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX120 (Intel Xeon 3070),454.0,109.0,66.8,1,2,1,Intel Xeon 3070,2666,4,2
315,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX150 S5 (Intel Xeon 3070),356.0,131.0,90.8,1,2,1,Intel Xeon 3070,2666,4,2
316,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX150 S6 (Intel Xeon L3360),1273.0,98.4,51.8,1,4,1,Intel Xeon L3360,2833,4,4
317,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX150 S6 (Intel Xeon X3220),667.0,132.0,79.8,1,4,1,Intel Xeon X3220,2400,8,4
318,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX150 S6 (Intel Xeon X3360),1124.0,107.0,53.1,1,4,1,Intel Xeon X3360,2833,4,4
319,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX150 S6 (Intel Xeon X3360),1018.0,116.0,59.3,1,4,1,Intel Xeon X3360,2833,8,4
320,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),916.0,221.0,135.0,2,4,1,Intel Xeon L5430,2667,8,8
321,power_ssj2008,Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),827.0,220.0,138.0,2,4,1,Intel Xeon L5430,2667,8,8
322,power_ssj2008,"GIGA-BYTE TECHNOLOGY CO., LTD.",R181-Z90,11207.0,296.0,95.5,2,32,2,AMD EPYC 7601,2200,128,128
323,power_ssj2008,"GIGA-BYTE TECHNOLOGY CO., LTD.",R272-Z30,17626.0,261.0,89.8,1,64,2,AMD EPYC 7773X,2200,256,128
324,power_ssj2008,"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,19704.0,515.0,112.0,2,64,2,AMD EPYC 7773X,2200,256,256
325,power_ssj2008,"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,18692.0,501.0,156.0,2,64,2,AMD EPYC 7773X,2200,256,256
326,power_ssj2008,"GIGA-BYTE Technology Co., Ltd.",R282-Z90,18748.0,492.0,133.0,2,64,2,AMD EPYC 7742,2250,256,256
327,power_ssj2008,H3C,UIS R390x G2,11654.0,252.0,40.1,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
328,power_ssj2008,Hewlett Packard,ProLiant DL170h G6,1909.0,652.0,267.0,8,4,2,Intel Xeon L5520,2267,32,64
329,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,17266.0,1731.0,430.0,6,64,2,AMD EPYC 7763,2450,768,768
330,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,16320.0,1192.0,331.0,4,64,2,AMD EPYC 7763,2450,512,512
331,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,16205.0,1694.0,352.0,6,64,2,AMD EPYC 7763,2450,768,768
332,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,15574.0,1173.0,257.0,4,64,2,AMD EPYC 7763,2450,512,512
333,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,17696.0,2260.0,523.0,8,64,2,AMD EPYC 7763,2450,1024,1024
334,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,17076.0,1281.0,524.0,6,64,2,AMD EPYC 7702,2000,768,768
335,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,16000.0,894.0,403.0,4,64,2,AMD EPYC 7702,2000,512,512
336,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,17436.0,1687.0,700.0,8,64,2,AMD EPYC 7702,2000,1024,1024
337,power_ssj2008,Hewlett Packard Enterprise,Apollo XL225n Gen10 Plus,17530.0,1721.0,678.0,8,64,2,AMD EPYC 7742,2250,1024,1024
338,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL110 Gen10 Plus,9581.0,299.0,94.1,1,32,2,Intel Xeon Gold 6314U CPU,2300,64,64
339,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL110 Gen10 Plus,9247.0,307.0,93.8,1,32,2,Intel Xeon Gold 6314U CPU,2300,64,64
340,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL20 Gen10 Plus,9366.0,81.5,21.5,1,8,2,Intel(R) Xeon(R) E-2388G CPU,3200,16,16
341,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL20 Gen10 Plus,9658.0,82.8,21.7,1,8,2,Intel(R) Xeon(R) E-2388G CPU,3200,16,16
342,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10,16226.0,231.0,79.5,1,64,2,AMD EPYC 7702P,2000,128,128
343,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10,17349.0,230.0,78.7,1,64,2,AMD EPYC 7702P,2000,128,128
344,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10,15724.0,224.0,70.3,1,64,2,AMD EPYC 7702P,2000,128,128
345,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10,8083.0,181.0,61.7,1,32,2,AMD EPYC 7551P,2000,128,64
346,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus,19510.0,269.0,53.2,1,64,2,AMD EPYC 7773X,2200,128,128
347,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus,18845.0,268.0,56.8,1,64,2,AMD EPYC 7763,2450,128,128
348,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen11,23299.0,416.0,74.5,1,96,2,AMD EPYC 9654P,2400,192,192
349,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL325 Gen11,20294.0,381.0,72.5,1,96,2,AMD EPYC 9654P,2400,192,192
350,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,18260.0,272.0,58.0,1,64,2,AMD EPYC 7763,2450,128,128
351,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,16823.0,270.0,53.7,1,64,2,AMD EPYC 7763,2450,128,128
352,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL345 Gen11,25537.0,373.0,72.2,1,96,2,AMD EPYC 9654P,2400,192,192
353,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL345 Gen11,22178.0,346.0,72.0,1,96,2,AMD EPYC 9654P,2400,192,192
354,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,11637.0,235.0,37.3,1,28,2,Intel Xeon Platinum 8280,2700,48,56
355,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,12384.0,217.0,39.4,1,28,2,Intel Xeon Platinum 8280,2700,48,56
356,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,11126.0,237.0,38.9,1,28,2,Intel Xeon Platinum 8180,2500,48,56
357,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,11709.0,457.0,52.4,2,28,2,Intel Xeon Platinum 8180,2500,96,112
358,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,11550.0,233.0,38.7,1,28,2,Intel Xeon Platinum 8180,2500,48,56
359,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,12488.0,448.0,50.0,2,28,2,Intel Xeon Platinum 8180,2500,96,112
