,Benchmark,Hardware Vendor,System,Result,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
529,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220-hHM,3677.0,325.0,104.0,2,8,2,Intel Xeon E5-2670,2600,32,32
530,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220AM,3911.0,286.0,88.9,2,8,2,Intel Xeon E5-2470,2300,32,32
531,power_ssj2008,"Hitachi, Ltd.",HA8000/RS440 (AK1),1212.0,1103.0,575.0,4,8,2,Intel Xeon X7560,2260,128,64
532,power_ssj2008,"Hitachi, Ltd.",HA8000/RS440 (AL),1816.0,837.0,423.0,4,10,2,Intel Xeon E7-4870,2400,128,80
533,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DK1),1701.0,63.2,24.3,1,2,2,Intel Core i3-540,3067,8,4
534,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DL),3026.0,92.8,22.4,1,4,1,Intel Xeon E3-1220,3100,8,4
535,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DL2),3963.0,69.7,36.6,1,4,1,Intel Xeon E3-1220v2,3100,8,4
536,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (DL),3552.0,98.4,24.2,1,4,2,Intel Xeon E3-1280,3500,8,8
537,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (DL2),4342.0,85.2,37.2,1,4,2,Intel Xeon E3-1280v2,3600,8,8
538,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (FK1),2018.0,124.0,43.5,1,4,2,Intel Xeon X3480,3067,8,8
539,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10-hJM,3501.0,156.0,52.7,1,8,2,Intel Xeon E5-2470,2300,16,16
540,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20 (AL),2149.0,301.0,125.0,2,6,2,Intel Xeon X5675,3066,48,24
541,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20 (LK1),2075.0,304.0,132.0,2,6,2,Intel Xeon X5670,2933,24,24
542,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20BM,3987.0,294.0,80.6,2,8,2,Intel Xeon E5-2470,2300,32,32
543,power_ssj2008,"Huawei Technologies Co., Ltd",BH622 V2,4806.0,1003.0,238.0,8,8,2,Intel Xeon E5-2660,2200,64,128
544,power_ssj2008,"Huawei Technologies Co., Ltd",BH640 V2,5120.0,1253.0,283.0,12,8,2,Intel Xeon E5-4640,2400,96,192
545,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,14209.0,421.0,51.7,2,28,2,Intel Xeon Platinum 8280,2700,192,112
546,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,13465.0,414.0,50.3,2,28,2,Intel Xeon Platinum 8280,2700,192,112
547,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,13490.0,415.0,49.9,2,28,2,Intel Xeon Platinum 8280,2700,192,112
548,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,14224.0,419.0,52.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
549,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,13478.0,437.0,50.3,2,28,2,Intel Xeon Platinum 8180,2500,192,112
550,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,12968.0,461.0,49.6,2,28,2,Intel Xeon Platinum 8176,2100,192,112
551,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,13398.0,423.0,48.9,2,28,2,Intel Xeon Platinum 8180,2500,192,112
552,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,13388.0,414.0,50.0,2,28,2,Intel Xeon Platinum 8280,2700,192,112
553,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,14071.0,422.0,51.5,2,28,2,Intel Xeon Platinum 8280,2700,192,112
554,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,12212.0,329.0,43.5,2,20,2,Intel Xeon E5-2698 V4,2200,64,80
555,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,10700.0,266.0,44.8,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
556,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server XH620 V3,10653.0,1419.0,217.0,8,20,2,Intel Xeon E5-2698 V4,2200,256,320
557,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer CH121 V3,5316.0,3868.0,1080.0,16,16,2,Intel Xeon E5-2683 V4,2100,4096,512
558,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer CH121 V3,5555.0,4425.0,1250.0,20,16,2,Intel Xeon E5-2683 V4,2100,5120,640
561,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer XH321 V3,10261.0,1322.0,232.0,8,22,2,Intel Xeon E5-2699 v4,2200,256,352
562,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285,3199.0,164.0,51.0,2,6,2,Intel Xeon L5640,2266,16,24
563,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,5717.0,241.0,51.0,2,8,2,Intel Xeon E5-2470,2300,24,32
564,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,5203.0,254.0,53.9,2,8,2,Intel Xeon E5-2470,2300,24,32
565,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,4734.0,167.0,54.0,2,8,2,Intel Xeon E5-2450L,1800,16,32
566,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,5052.0,249.0,53.0,2,8,2,Intel Xeon E5-2470,2300,16,32
567,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,4959.0,231.0,53.4,2,8,2,Intel Xeon E5-2450,2100,16,32
568,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,4117.0,207.0,55.1,2,6,2,Intel Xeon E5-2440,2400,16,24
569,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,5284.0,207.0,55.3,2,8,2,Intel Xeon E5-2650,2000,24,32
570,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,5544.0,231.0,52.4,2,8,2,Intel Xeon E5-2660,2200,16,32
571,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4786.0,236.0,66.8,2,8,2,Intel Xeon E5-2680,2700,24,32
572,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,5453.0,239.0,51.5,2,8,2,Intel Xeon E5-2660,2200,24,32
573,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,3990.0,205.0,56.2,2,6,2,Intel Xeon E5-2630,2300,32,24
574,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4684.0,275.0,56.2,2,8,2,Intel Xeon E5-2665,2400,32,32
575,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,3992.0,231.0,57.0,2,6,2,Intel Xeon E5-2640,2500,32,24
576,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,5088.0,239.0,54.0,2,8,2,Intel Xeon E5-2660,2200,16,32
577,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4846.0,161.0,52.2,2,8,2,Intel Xeon E5-2650L,1800,16,32
578,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4871.0,279.0,54.8,2,8,2,Intel Xeon E5-2670,2600,16,32
579,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4669.0,243.0,54.7,2,8,2,Intel Xeon E5-2660,2200,32,32
580,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4752.0,240.0,52.3,2,8,2,Intel Xeon E5-2660,2200,48,32
581,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4830.0,239.0,51.6,2,8,2,Intel Xeon E5-2660,2200,48,32
582,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4376.0,257.0,59.7,2,8,2,Intel Xeon E5-2660,2200,32,32
583,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4186.0,178.0,57.5,2,8,2,Intel Xeon E5-2650L,1800,32,32
584,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4590.0,282.0,55.6,2,8,2,Intel Xeon E5-2670,2600,32,32
585,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,4369.0,170.0,55.3,2,8,2,Intel Xeon E5-2650L,1800,32,32
586,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288H V2,2716.0,137.0,68.7,2,4,1,Intel Xeon E5-2609,2400,48,8
587,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288H V2-8 Rack Server,7336.0,202.0,52.0,2,10,2,Intel Xeon E5-2660V2,2200,24,40
588,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,5013.0,428.0,92.3,4,8,2,Intel Xeon E5-4640,2400,48,64
589,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,4991.0,430.0,92.7,4,8,2,Intel Xeon E5-4640,2400,48,64
590,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,4266.0,324.0,89.6,4,6,2,Intel Xeon E5-4607,2200,60,48
591,power_ssj2008,"Huawei Technologies Co., Ltd",Tecal CH121,6309.0,1310.0,334.0,12,10,2,Intel Xeon E5-2660 v2,2200,144,240
592,power_ssj2008,"Huawei Technologies Co., Ltd",Tecal CH121,6453.0,1732.0,417.0,16,10,2,Intel Xeon E5-2660 v2,2200,192,320
593,power_ssj2008,"Huawei Technologies Co., Ltd",XH310,2286.0,470.0,109.0,4,4,2,Intel Xeon X3480,3067,32,32
594,power_ssj2008,"Huawei Technologies Co., Ltd",XH310,2234.0,472.0,109.0,4,4,2,Intel Xeon X3470,2933,32,32
595,power_ssj2008,"Huawei Technologies Co., Ltd",XH320 V2,5065.0,1079.0,180.0,8,8,2,Intel Xeon E5-2470,2300,64,128
596,power_ssj2008,"Huawei Technologies Co., Ltd",XH620,3152.0,463.0,108.0,4,6,2,Intel Xeon X5675,3067,32,48
597,power_ssj2008,"Huawei Technologies Co., Ltd",XH620,3041.0,449.0,109.0,4,6,2,Intel Xeon X5670,2930,24,48
598,power_ssj2008,"Huawei Technologies Co., Ltd",XH621 V2,3712.0,386.0,142.0,4,8,2,Intel Xeon E5-2650L,1800,64,64
600,power_ssj2008,IBM Corporation,IBM Flex System x440 Compute Node,4847.0,3331.0,812.0,28,8,2,Intel Xeon E5-4640,2400,336,448
603,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M2,2231.0,339.0,98.9,4,4,2,Intel Xeon L5530,2400,16,32
604,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M2,2066.0,475.0,116.0,4,4,2,Intel Xeon X5570,2933,24,32
605,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M3,3159.0,341.0,92.7,4,6,2,Intel Xeon L5640,2267,24,48
606,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M3,3038.0,475.0,101.0,4,6,2,Intel Xeon X5670,2933,24,48
608,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M4,5392.0,507.0,99.1,4,8,2,Intel Xeon E5-2660,2200,48,64
609,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M4,5043.0,379.0,96.5,4,8,2,Intel Xeon E5-2660,2200,48,64
610,power_ssj2008,IBM Corporation,IBM System x3200 M2,605.0,117.0,75.2,1,2,1,Intel Xeon Processor E3110,3000,4,2
611,power_ssj2008,IBM Corporation,IBM System x3200 M2,1064.0,119.0,56.7,1,4,1,Intel Xeon X3360,2833,4,4
612,power_ssj2008,IBM Corporation,IBM System x3200 M2,1054.0,115.0,57.5,1,4,1,Intel Xeon X3360,2833,4,4
613,power_ssj2008,IBM Corporation,IBM System x3200 M3,2057.0,115.0,45.4,1,4,2,Intel Xeon X3470,2933,8,8
614,power_ssj2008,IBM Corporation,IBM System x3250 M2,940.0,127.0,70.0,1,4,1,Intel Xeon X3360,2830,4,4
615,power_ssj2008,IBM Corporation,IBM System x3250 M2,913.0,119.0,68.9,1,4,1,Intel X3350,2666,4,4
616,power_ssj2008,IBM Corporation,IBM System x3250 M3,2098.0,113.0,41.6,1,4,2,Intel Xeon X3470,2933,8,8
617,power_ssj2008,IBM Corporation,IBM System x3300 M4,5418.0,260.0,50.8,2,8,2,Intel Xeon E5-2470,2300,24,32
618,power_ssj2008,IBM Corporation,IBM System x3300 M4,5122.0,259.0,52.1,2,8,2,Intel Xeon E5-2470,2300,24,32
619,power_ssj2008,IBM Corporation,IBM System x3350,974.0,125.0,65.9,1,4,1,Intel Xeon X3360,2830,4,4
620,power_ssj2008,IBM Corporation,IBM System x3350,926.0,126.0,71.7,1,4,1,Intel Xeon X3360,2833,4,4
621,power_ssj2008,IBM Corporation,IBM System x3400 M2,1865.0,218.0,67.0,2,4,2,Intel Xeon E5540,2533,8,16
622,power_ssj2008,IBM Corporation,IBM System x3400 M2,1750.0,223.0,70.9,2,4,2,Intel Xeon E5540,2533,8,16
623,power_ssj2008,IBM Corporation,IBM System x3400 M3,2891.0,246.0,63.2,2,6,2,Intel Xeon X5675,3067,12,24
624,power_ssj2008,IBM Corporation,IBM System x3400 M3,2660.0,258.0,69.2,2,6,2,Intel Xeon X5670,2933,12,24
625,power_ssj2008,IBM Corporation,IBM System x3450,854.0,252.0,130.0,2,4,1,Intel Xeon E5462,2800,16,8
627,power_ssj2008,IBM Corporation,IBM System x3500 M4,5108.0,256.0,57.3,2,8,2,Intel Xeon E5-2660,2200,24,32
628,power_ssj2008,IBM Corporation,IBM System x3500 M4,4708.0,247.0,56.6,2,8,2,Intel Xeon E5-2680,2700,24,32
629,power_ssj2008,IBM Corporation,IBM System x3530 M4,5006.0,274.0,62.6,2,8,2,Intel Xeon E5-2470,2300,24,32
630,power_ssj2008,IBM Corporation,IBM System x3550 M2,2018.0,180.0,65.8,2,4,2,Intel Xeon L5530,2400,8,16
631,power_ssj2008,IBM Corporation,IBM System x3550 M2,1938.0,243.0,74.1,2,4,2,Intel Xeon X5570,2933,8,16
632,power_ssj2008,IBM Corporation,IBM System x3550 M2,1892.0,244.0,74.3,2,4,2,Intel Xeon X5570,2933,8,16
633,power_ssj2008,IBM Corporation,IBM System x3550 M3,3093.0,222.0,58.4,2,6,2,Intel Xeon X5675,3067,16,24
634,power_ssj2008,IBM Corporation,IBM System x3550 M3,2843.0,247.0,66.0,2,6,2,Intel Xeon X5670,2933,12,24
635,power_ssj2008,IBM Corporation,IBM System x3550 M4,4953.0,265.0,60.6,2,8,2,Intel Xeon E5-2660,2200,24,32
636,power_ssj2008,IBM Corporation,IBM System x3550 M4,4662.0,190.0,56.5,2,8,2,Intel Xeon E5-2660,2200,16,32
638,power_ssj2008,IBM Corporation,IBM System x3620 M3,3039.0,231.0,63.9,2,6,2,Intel Xeon X5675,3067,12,24
639,power_ssj2008,IBM Corporation,IBM System x3630 M4,5117.0,269.0,58.1,2,8,2,Intel Xeon E5-2470,2300,24,32
640,power_ssj2008,IBM Corporation,IBM System x3650 M2,2053.0,179.0,65.4,2,4,2,Intel Xeon L5530,2400,8,16
641,power_ssj2008,IBM Corporation,IBM System x3650 M2,1977.0,237.0,72.5,2,4,2,Intel Xeon X5570,2933,8,16
642,power_ssj2008,IBM Corporation,IBM System x3650 M2,1929.0,236.0,72.2,2,4,2,Intel Xeon X5570,2933,8,16
643,power_ssj2008,IBM Corporation,IBM System x3650 M2,1860.0,244.0,81.4,2,4,2,Intel Xeon X5570,2933,8,16
644,power_ssj2008,IBM Corporation,IBM System x3650 M3,3152.0,218.0,56.1,2,6,2,Intel Xeon X5675,3067,16,24
645,power_ssj2008,IBM Corporation,IBM System x3650 M3,2927.0,238.0,66.3,2,6,2,Intel Xeon X5670,2933,12,24
647,power_ssj2008,IBM Corporation,IBM System x3650 M4,5054.0,262.0,57.2,2,8,2,Intel Xeon E5-2660,2200,24,32
648,power_ssj2008,IBM Corporation,IBM System x3650 M4,4661.0,196.0,56.1,2,8,2,Intel Xeon E5-2660,2200,24,32
650,power_ssj2008,IBM Corporation,IBM System x3755 M3,2968.0,580.0,122.0,4,16,1,AMD Opteron 6276,2300,64,64
651,power_ssj2008,IBM Corporation,System x3200 M3,2154.0,119.0,45.0,1,4,2,Intel Xeon X3480,3067,8,8
652,power_ssj2008,IBM Corporation,System x3200 M3,2035.0,118.0,45.8,1,4,2,Intel Xeon X3470,2933,8,8
653,power_ssj2008,IBM Corporation,System x3250 M3,2215.0,113.0,42.3,1,4,2,Intel Xeon X3480,3067,8,8
654,power_ssj2008,IBM Corporation,System x3250 M3,2050.0,115.0,43.0,1,4,2,Intel Xeon X3470,2933,8,8
655,power_ssj2008,IBM Corporation,System x3620 M3,2916.0,236.0,64.0,2,6,2,Intel Xeon X5670,2933,12,24
656,power_ssj2008,IBM Corporation,System x3630 M3,2722.0,251.0,80.2,2,6,2,Intel Xeon X5675,3067,12,24
657,power_ssj2008,IBM Corporation,System x3630 M3,2550.0,259.0,84.6,2,6,2,Intel Xeon X5670,2933,12,24
658,power_ssj2008,Inspur Corporation,Inspur NF5180M5,14223.0,414.0,48.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
659,power_ssj2008,Inspur Corporation,Inspur NF5180M5,12167.0,458.0,51.3,2,28,2,Intel Xeon Platinum 8176 CPU,2100,192,112
660,power_ssj2008,Inspur Corporation,Inspur NF5180M6,12271.0,625.0,129.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
661,power_ssj2008,Inspur Corporation,Inspur NF5180M6,9100.0,680.0,156.0,2,32,2,Intel Xeon Platinum 8352Y Processor,2200,512,128
662,power_ssj2008,Inspur Corporation,Inspur NF5180M6,7915.0,650.0,176.0,2,24,2,Intel Xeon Gold 6336Y Processor,2400,256,96
663,power_ssj2008,Inspur Corporation,Inspur NF5280M5,5116.0,289.0,112.0,2,12,2,Intel Xeon Silver 4214,2200,384,48
664,power_ssj2008,Inspur Corporation,Inspur NF5280M5,6316.0,277.0,92.5,1,28,2,Intel Xeon Gold 6238R,2200,384,56
665,power_ssj2008,Inspur Corporation,Inspur NF5280M5,5694.0,262.0,93.6,1,24,2,Intel Xeon Gold 6252,2100,384,48
666,power_ssj2008,Inspur Corporation,Inspur NF5280M5,5696.0,367.0,114.0,2,16,2,Intel Xeon Gold 5218,2300,384,64
667,power_ssj2008,Inspur Corporation,Inspur NF5280M5,14365.0,410.0,48.6,2,28,2,Intel Xeon Platinum 8280,2700,192,112
668,power_ssj2008,Inspur Corporation,Inspur NF5280M5,12385.0,347.0,48.3,2,28,2,Intel Xeon Platinum 8276L,2200,192,112
669,power_ssj2008,Inspur Corporation,Inspur NF5280M5,13481.0,432.0,49.5,2,28,2,Intel Xeon Platinum 8180,2500,192,112
670,power_ssj2008,Inspur Corporation,Inspur NF5280M5,13064.0,454.0,49.4,2,28,2,Intel Xeon Platinum 8176,2100,192,112
671,power_ssj2008,Inspur Corporation,Inspur NF8480M6,11344.0,1008.0,104.0,4,28,2,Intel Xeon Platinum 8380HL,2900,384,224
672,power_ssj2008,Inspur Corporation,Inspur Yingxin NF8480M5,13013.0,919.0,102.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
673,power_ssj2008,Inspur Corporation,Inspur Yingxin NF8480M5,12198.0,726.0,158.0,4,28,2,Intel Xeon Platinum 8176,2100,384,224
674,power_ssj2008,Inspur Corporation,Inspur i24LM6,7275.0,769.0,348.0,2,38,2,Intel Xeon Platinum 8368Q,2600,512,152
675,power_ssj2008,Inspur Corporation,Inspur i24M6,8835.0,689.0,221.0,2,36,2,Intel Xeon Platinum 8360Y,2400,256,144
676,power_ssj2008,Inspur Corporation,NF5280 M4,12296.0,245.0,45.7,2,22,2,Intel Xeon E5-2699 v4,2200,128,88
678,power_ssj2008,"Inspur(Beijing) Electronic Information Industry Co., Ltd","NF290D2 (2.5 GHz, Intel Xeon Processor L5420)",910.0,178.0,101.0,2,4,1,Intel Xeon L5420,2500,8,8
679,power_ssj2008,Intel Corp.,Intel Platform SE7520AF2 Server Board (3.6 GHz/1M L2 Intel Xeon processor),87.4,336.0,159.0,2,1,2,Intel Xeon processor,3600,4,4
680,power_ssj2008,LSDtech,L224S-D/F/V-1,4130.0,432.0,131.0,2,12,2,Intel(R) Xeon(R) Gold 6136 CPU,3000,196,48
681,power_ssj2008,"LTechKorea, Inc.",LKG-2212-C,6006.0,377.0,96.6,2,16,2,Intel(R) Xeon(R) Gold 6226R,2900,512,64
682,power_ssj2008,Lenovo Global Technology,Think System SR635,19422.0,254.0,63.2,1,64,2,AMD EPYC 7742,2250,128,128
683,power_ssj2008,Lenovo Global Technology,Think System SR635,18555.0,255.0,74.6,1,64,2,AMD EPYC 7742,2250,128,128
684,power_ssj2008,Lenovo Global Technology,Think System SR635 V3,26278.0,369.0,67.5,1,96,2,AMD EPYC 9654,2400,192,192
685,power_ssj2008,Lenovo Global Technology,Think System SR635 V3,25945.0,372.0,66.9,1,96,2,AMD EPYC 9654,2400,192,192
686,power_ssj2008,Lenovo Global Technology,Think System SR645,22467.0,403.0,99.5,2,64,2,AMD EPYC 7742,2250,256,256
687,power_ssj2008,Lenovo Global Technology,Think System SR645,22877.0,404.0,82.5,2,64,2,AMD EPYC 7742,2250,256,256
688,power_ssj2008,Lenovo Global Technology,Think System SR645,22642.0,398.0,94.0,2,64,2,AMD EPYC 7742,2250,256,256
689,power_ssj2008,Lenovo Global Technology,Think System SR645,23082.0,400.0,84.0,2,64,2,AMD EPYC 7742,2250,256,256
690,power_ssj2008,Lenovo Global Technology,Think System SR645 V3,25980.0,658.0,126.0,2,96,2,AMD EPYC 9654,2400,384,384
691,power_ssj2008,Lenovo Global Technology,Think System SR655,21603.0,224.0,63.8,1,64,2,AMD EPYC 7742,2250,128,128
692,power_ssj2008,Lenovo Global Technology,Think System SR655,21074.0,221.0,64.6,1,64,2,AMD EPYC 7742,2250,128,128
693,power_ssj2008,Lenovo Global Technology,Think System SR655,20176.0,240.0,66.1,1,64,2,AMD EPYC 7742,2250,128,128
694,power_ssj2008,Lenovo Global Technology,Think System SR655,19149.0,243.0,76.8,1,64,2,AMD EPYC 7742,2250,128,128
695,power_ssj2008,Lenovo Global Technology,Think System SR655 V3,27448.0,351.0,63.2,1,96,2,AMD EPYC 9654,2400,192,192
696,power_ssj2008,Lenovo Global Technology,Think System SR655 V3,27142.0,356.0,62.8,1,96,2,AMD EPYC 9654,2400,192,192
697,power_ssj2008,Lenovo Global Technology,Think System SR665,23191.0,395.0,82.3,2,64,2,AMD EPYC 7742,2250,256,256
698,power_ssj2008,Lenovo Global Technology,Think System SR665,22879.0,394.0,92.4,2,64,2,AMD EPYC 7742,2250,256,256
699,power_ssj2008,Lenovo Global Technology,Think System SR665,23428.0,391.0,82.8,2,64,2,AMD EPYC 7742,2250,256,256
700,power_ssj2008,Lenovo Global Technology,Think System SR665,22903.0,392.0,93.9,2,64,2,AMD EPYC 7742,2250,256,256
701,power_ssj2008,Lenovo Global Technology,Think System SR665 V3,27118.0,634.0,117.0,2,96,2,AMD EPYC 9654,2400,384,384
702,power_ssj2008,Lenovo Global Technology,Think System SR665 V3,27501.0,630.0,115.0,2,96,2,AMD EPYC 9654,2400,384,384
703,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,12377.0,1324.0,315.0,8,28,2,Intel Xeon Platinum 8276L,2200,768,448
704,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,11756.0,1474.0,241.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
705,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,11472.0,1434.0,256.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
706,power_ssj2008,Lenovo Global Technology,ThinkSystem SN550,10738.0,5288.0,1446.0,28,28,2,Intel Xeon Platinum 8176,2100,2688,1568
707,power_ssj2008,Lenovo Global Technology,ThinkSystem SN550 V2,9878.0,5637.0,2115.0,28,32,2,Intel Xeon Platinum 8352M,2300,3584,1792
708,power_ssj2008,Lenovo Global Technology,ThinkSystem SN850,12295.0,4985.0,1052.0,28,28,2,Intel Xeon Platinum 8276L,2200,2,1568
709,power_ssj2008,Lenovo Global Technology,ThinkSystem SN850,11538.0,5366.0,820.0,28,28,2,Intel Xeon Platinum 8176,2100,2688,1568
710,power_ssj2008,Lenovo Global Technology,ThinkSystem SR150,10273.0,87.2,16.8,1,6,2,Intel Xeon E-2176G,3700,32,12
711,power_ssj2008,Lenovo Global Technology,ThinkSystem SR630,11870.0,355.0,72.3,2,28,2,Intel Xeon Platinum 8176,2100,192,112
712,power_ssj2008,Lenovo Global Technology,ThinkSystem SR635,21133.0,240.0,54.0,1,64,2,AMD EPYC 7763,2450,128,128
713,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,23036.0,461.0,102.0,2,64,2,AMD EPYC 7763,2450,256,256
714,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,23332.0,460.0,75.6,2,64,2,AMD EPYC 7763,2450,256,256
715,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,22963.0,459.0,104.0,2,64,2,AMD EPYC 7763,2450,256,256
716,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650,12091.0,352.0,67.7,2,28,2,Intel Xeon Platinum 8176,2100,192,112
717,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650,11406.0,183.0,45.6,1,28,2,Intel Xeon Platinum 8176 CPU,2100,96,56
718,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8176 CPU 2.10 GHz),12336.0,357.0,57.7,2,28,2,Intel Xeon Platinum 8176 CPU,2100,192,112
719,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8280 CPU 2.70 GHz),11631.0,177.0,50.0,1,28,2,Intel Xeon Platinum 8280 CPU,2700,96,56
720,power_ssj2008,Lenovo Global Technology,ThinkSystem SR655,21653.0,228.0,53.0,1,64,2,AMD EPYC 7763,2450,128,128
721,power_ssj2008,Lenovo Global Technology,ThinkSystem SR655,21843.0,228.0,52.5,1,64,2,AMD EPYC 7763,2450,128,128
722,power_ssj2008,Lenovo Global Technology,ThinkSystem SR665,23120.0,455.0,108.0,2,64,2,AMD EPYC 7763,2450,256,256
723,power_ssj2008,Lenovo Global Technology,ThinkSystem SR665,23505.0,454.0,79.3,2,64,2,AMD EPYC 7763,2450,256,256
724,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,13357.0,672.0,121.0,4,28,2,Intel Xeon Platinum 8276L,2200,384,224
725,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,13010.0,688.0,95.8,4,28,2,Intel Xeon Platinum 8176 CPU,2100,384,224
726,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,13154.0,711.0,119.0,4,28,2,Intel Xeon Platinum 8276L CPU,2200,384,224
727,power_ssj2008,Lenovo Global Technology,ThinkSystem SR860V2,11300.0,721.0,138.0,4,28,2,Intel Xeon Platinum 8376HL,2600,384,224
728,power_ssj2008,Lenovo Global Technology,ThinkSystem SR950,12886.0,1329.0,281.0,8,28,2,Intel Xeon Platinum 8276L,2200,768,448
729,power_ssj2008,Lenovo Global Technology,ThinkSystem SR950,12377.0,1479.0,182.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
730,power_ssj2008,NEC Corporation,ECO CENTER,1010.0,175.0,102.0,2,4,1,Intel Xeon L5420,2500,8,8
731,power_ssj2008,NEC Corporation,Express5800/A1080a-D,1069.0,2003.0,1178.0,8,8,2,Intel Xeon X7560,2266,128,128
