Series,Virtual Machine,Microarchitecture,Instance vCPUs,Instance Memory,Platform vCPUs (highest vCPU possible),Platform Memory,Platform Storage Info (SSD?),Platform Storage Type,Platform (largest instance) Storage Drive quantity,Instance GPUs,Platform GPU
F-series,F1,Cascade Lake,1,2,16,32,,SSD,1,,
F-series,F1,Skylake,1,2,16,32,,SSD,1,,
F-series,F1,Broadwell,1,2,16,32,,SSD,1,,
F-series,F16,Haswell,16,32,16,32,,SSD,1,,
F-series,F16,Cascade Lake,16,32,16,32,,SSD,1,,
F-series,F16,Skylake,16,32,16,32,,SSD,1,,
F-series,F16,Broadwell,16,32,16,32,,SSD,1,,
F-series,F2,Haswell,2,4,16,32,,SSD,1,,
F-series,F2,Cascade Lake,2,4,16,32,,SSD,1,,
F-series,F2,Skylake,2,4,16,32,,SSD,1,,
F-series,F2,Broadwell,2,4,16,32,,SSD,1,,
F-series,F4,Haswell,4,8,16,32,,SSD,1,,
F-series,F4,Cascade Lake,4,8,16,32,,SSD,1,,
F-series,F4,Skylake,4,8,16,32,,SSD,1,,
F-series,F4,Broadwell,4,8,16,32,,SSD,1,,
F-series,F8,Haswell,8,16,16,32,,SSD,1,,
F-series,F8,Cascade Lake,8,16,16,32,,SSD,1,,
F-series,F8,Skylake,8,16,16,32,,SSD,1,,
F-series,F8,Broadwell,8,16,16,32,,SSD,1,,
Fs-Series,F16s,Unknown,16,32,16,32,,SSD,1,,
Fs-Series,F1s,Unknown,1,2,16,32,,SSD,1,,
Fs-Series,F2s,Unknown,2,4,16,32,,SSD,1,,
Fs-Series,F4s,Unknown,4,8,16,32,,SSD,1,,
Fs-Series,F8s,Unknown,8,16,16,32,,SSD,1,,
Fsv2-series,F16s v2,Skylake,16,32,72,144,,SSD,1,,
Fsv2-series,F16s v2,Cascade Lake,16,32,72,144,,SSD,1,,
Fsv2-series,F2s v2,Skylake,2,4,72,144,,SSD,1,,
Fsv2-series,F2s v2,Cascade Lake,2,4,72,144,,SSD,1,,
Fsv2-series,F32s v2,Skylake,32,64,72,144,,SSD,1,,
Fsv2-series,F32s v2,Cascade Lake,32,64,72,144,,SSD,1,,
Fsv2-series,F48s v2,Skylake,48,96,72,144,,SSD,1,,
Fsv2-series,F48s v2,Cascade Lake,48,96,72,144,,SSD,1,,
Fsv2-series,F4s v2,Skylake,4,8,72,144,,SSD,1,,
Fsv2-series,F4s v2,Cascade Lake,4,8,72,144,,SSD,1,,
Fsv2-series,F64s v2,Skylake,64,128,72,144,,SSD,1,,
Fsv2-series,F64s v2,Cascade Lake,64,128,72,144,,SSD,1,,
Fsv2-series,F72s v2,Skylake,72,144,72,144,,SSD,1,,
Fsv2-series,F72s v2,Cascade Lake,72,144,72,144,,SSD,1,,
Fsv2-series,F8s v2,Skylake,8,16,72,448,,SSD,1,,
Fsv2-series,F8s v2,Cascade Lake,8,16,72,448,,SSD,1,,
G-series,G1,Haswell,2,28,32,448,,HDD,1,,
G-series,G2,Haswell,4,56,32,448,,HDD,1,,
G-series,G3,Haswell,8,112,32,448,,HDD,1,,
G-series,G4,Haswell,16,224,32,448,,HDD,1,,
G-series,G5,Haswell,32,448,32,448,,HDD,1,,
Gs-Series,Gs1,Unknown,2,28,32,448,,HDD,1,,
Gs-Series,Gs2,Unknown,4,56,32,448,,HDD,1,,
Gs-Series,Gs3,Unknown,8,112,32,448,,HDD,1,,
Gs-Series,Gs4,Unknown,16,224,32,448,,HDD,1,,
Gs-Series,Gs5,Unknown,32,448,32,448,,HDD,1,,
H-series,H16,Haswell,16,112,16,224,,HDD,1,,
H-series,H16m,Haswell,16,224,16,224,,HDD,1,,
H-series,H16mr,Haswell,16,224,16,224,,HDD,1,,
H-series,H16r,Haswell,16,112,16,224,,HDD,1,,
H-series,H8,Haswell,8,56,16,224,,HDD,1,,
H-series,H8m,Haswell,8,112,16,224,,HDD,1,,
H-series promo,H16 Promo,Haswell,16,112,16,224,,HDD,1,,
H-series promo,H16m Promo,Haswell,16,224,16,224,,HDD,1,,
H-series promo,H16mr Promo,Haswell,16,224,16,224,,HDD,1,,
H-series promo,H16r Promo,Haswell,16,112,16,224,,HDD,1,,
H-series promo,H8 Promo,Haswell,8,56,16,224,,HDD,1,,
H-series promo,H8m Promo,Haswell,8,112,16,224,,HDD,1,,
HBv2-series,HB120rs v2,EPYC 2nd Gen,120,480,120,480,,HDD,1,,
HBv3-series,HB120rs v3,EPYC 3rd Gen,120,448,120,448,,SSD,1,,
Ls-series,L16s,Haswell,16,128,32,256,,SSD,1,,
Ls-series,L32s,Haswell,32,256,32,256,,SSD,1,,
Ls-series,L4s,Haswell,4,32,32,256,,SSD,1,,
Ls-series,L8s,Haswell,8,64,32,256,,SSD,1,,
Lsv2-series,L16s v2,EPYC 1st Gen,16,128,80,640,,HDD,1,,
Lsv2-series,L32s v2,EPYC 1st Gen,32,256,80,640,,HDD,1,,
Lsv2-series,L48s v2,EPYC 1st Gen,48,384,80,640,,HDD,1,,
Lsv2-series,L64s v2,EPYC 1st Gen,64,512,80,640,,HDD,1,,
Lsv2-series,L80s v2,EPYC 1st Gen,80,640,80,640,,HDD,1,,
Lsv2-series,L8s v2,EPYC 1st Gen,8,64,80,640,,HDD,1,,
M-series,M128 1,Cascade Lake,128,2048,128,3892,,HDD,1,,
M-series,M128 1,Haswell,128,2048,128,3892,,HDD,1,,
M-series,M128m 1,Cascade Lake,128,3892,128,3892,,HDD,1,,
M-series,M128m 1,Haswell,128,3892,128,3892,,HDD,1,,
M-series,M128ms,Cascade Lake,128,3892,128,3892,,HDD,1,,
M-series,M128ms,Haswell,128,3892,128,3892,,HDD,1,,
M-series,M128s,Cascade Lake,128,2048,128,3892,,HDD,1,,
M-series,M128s,Haswell,128,2048,128,3892,,HDD,1,,
M-series,M16ms,Cascade Lake,16,438,128,3892,,HDD,1,,
M-series,M16ms,Haswell,16,438,128,3892,,HDD,1,,
M-series,M32ls,Cascade Lake,32,256,128,3892,,HDD,1,,
M-series,M32ls,Haswell,32,256,128,3892,,HDD,1,,
M-series,M32ms,Cascade Lake,32,875,128,3892,,HDD,1,,
M-series,M32ms,Haswell,32,875,128,3892,,HDD,1,,
M-series,M32ts,Cascade Lake,32,192,128,3892,,HDD,1,,
M-series,M32ts,Haswell,32,192,128,3892,,HDD,1,,
M-series,M64 1,Cascade Lake,64,1024,128,3892,,HDD,1,,
M-series,M64 1,Haswell,64,1024,128,3892,,HDD,1,,
M-series,M64ls,Cascade Lake,64,512,128,3892,,HDD,1,,
M-series,M64ls,Haswell,64,512,128,3892,,HDD,1,,
M-series,M64m 1,Cascade Lake,64,1792,128,3892,,HDD,1,,
M-series,M64m 1,Haswell,64,1792,128,3892,,HDD,1,,
M-series,M64ms,Cascade Lake,64,1792,128,3892,,HDD,1,,
M-series,M64ms,Haswell,64,1792,128,3892,,HDD,1,,
M-series,M64s,Cascade Lake,64,1024,128,3892,,HDD,1,,
M-series,M64s,Haswell,64,1024,128,3892,,HDD,1,,
M-series,M8ms,Cascade Lake,8,219,128,4096,,HDD,1,,
M-series,M8ms,Haswell,8,219,128,3892,,HDD,1,,
Mdsv2-series,M128dms v2,Cascade Lake,128,3892,192,4096,,HDD,1,,
Mdsv2-series,M128ds v2,Cascade Lake,128,2048,192,4096,,HDD,1,,
Mdsv2-series,M192idms v2,Cascade Lake,192,4096,192,4096,,HDD,1,,
Mdsv2-series,M192ids v2,Cascade Lake,192,2048,192,4096,,HDD,1,,
Mdsv2-series,M32dms v2,Cascade Lake,32,875,192,4096,,HDD,1,,
Mdsv2-series,M64dms v2,Cascade Lake,64,1792,192,4096,,HDD,1,,
Mdsv2-series,M64ds v2,Cascade Lake,64,1024,192,4096,,HDD,1,,
Msv2-series,M128ms v2,Cascade Lake,128,3892,192,4096,,N/A,0,,
Msv2-series,M128s v2,Cascade Lake,128,2048,192,4096,,N/A,0,,
Msv2-series,M192ims v2,Cascade Lake,192,4096,192,4096,,N/A,0,,
Msv2-series,M192is v2,Cascade Lake,192,2048,192,4096,,N/A,0,,
Msv2-series,M32ms v2,Cascade Lake,32,875,192,4096,,N/A,0,,
Msv2-series,M64ms v2,Cascade Lake,64,1792,192,4096,,N/A,0,,
Msv2-series,M64s v2,Cascade Lake,64,1024,192,11400,,N/A,0,,
Mv2-series,M208ms v2,Skylake,208,5700,208,11400,,HDD,1,,
Mv2-series,M208s v2,Skylake,208,2850,208,11400,,HDD,1,,
Mv2-series,M416ms v2,Skylake,416,11400,208,11400,,HDD,1,,
Mv2-series,M416s v2,Skylake,416,5700,208,11400,,HDD,1,,
NC-series,NC12,Unknown,12,112,24,224,,HDD,1,2,4
NC-series,NC24,Unknown,24,224,24,224,,HDD,1,4,4
NC-series,NC24r,Unknown,24,224,24,224,,HDD,1,4,4
NC-series,NC6,Unknown,6,56,24,224,,HDD,1,1,4
NC-series Promo,NC12 Promo,Unknown,12,112,24,224,,HDD,1,2,4
NC-series Promo,NC24 Promo,Unknown,24,224,24,224,,HDD,1,4,4
NC-series Promo,NC24r Promo,Unknown,24,224,24,224,,HDD,1,4,4
NC-series Promo,NC6 Promo,Unknown,6,56,24,224,,HDD,1,1,4
NCas_T4_v3 Series,NC16as T4 v3,Unknown,16,112,24,448,,HDD,1,1,4
NCas_T4_v3 Series,NC4as T4 v3,Unknown,4,28,24,448,,HDD,1,1,4
NCas_T4_v3 Series,NC64as T4 v3,Unknown,64,448,24,448,,HDD,1,4,4
NCas_T4_v3 Series,NC8as T4 v3,Unknown,8,56,24,448,,HDD,1,1,4
NCsv2-series,NC12s v2,Unknown,12,224,24,448,,HDD,1,2,4
NCsv2-series,NC24rs v2,Unknown,24,448,24,448,,HDD,1,4,4
NCsv2-series,NC24s v2,Unknown,24,448,24,448,,HDD,1,4,4
NCsv2-series,NC6s v2,Unknown,6,112,24,448,,HDD,1,1,4
NCsv3-series,NC12s v3,Unknown,12,224,24,448,,HDD,1,2,4
NCsv3-series,NC24rs v3,Unknown,24,448,24,448,,HDD,1,4,4
NCsv3-series,NC24s v3,Unknown,24,448,24,448,,HDD,1,4,4
NCsv3-series,NC6s v3,Unknown,6,112,24,448,,HDD,1,1,4
NDs-series,ND12s,Unknown,12,224,24,448,,HDD,1,2,4
NDs-series,ND24rs,Unknown,24,448,24,448,,HDD,1,4,4
NDs-series,ND24s,Unknown,24,448,24,448,,HDD,1,4,4
NDs-series,ND6s,Unknown,6,112,24,448,,HDD,1,1,4
NDv2 Series,ND40rs v2,Unknown,40,672,40,672,,HDD,1,8,8
NP-Series,NP10s,Unknown,10,192,40,768,,HDD,1,,
NP-Series,NP20s,Unknown,20,384,40,768,,HDD,1,,
NP-Series,NP40s,Unknown,40,768,40,768,,HDD,1,,
NV-series,NV12,Unknown,12,112,24,224,,HDD,1,2,4
NV-series,NV24,Unknown,24,224,24,224,,HDD,1,4,4
NV-series,NV6,Unknown,6,56,24,224,,HDD,1,1,4
NVv3-series,NV12s v3,Unknown,12,112,48,448,,HDD,1,1,4
NVv3-series,NV24s v3,Unknown,24,224,48,448,,HDD,1,2,4
NVv3-series,NV48s v3,Unknown,48,448,48,448,,HDD,1,4,4
SAP HANA on Azure Large Instances,S192,Broadwell,192,2048,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S192m,Broadwell,192,4096,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S192xm,Broadwell,192,6144,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S384,Broadwell,384,4096,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S384m,Broadwell,384,6144,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S384xm,Broadwell,384,8192,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S384xxm,Broadwell,384,12000,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S576m,Broadwell,576,12000,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances,S96,Broadwell,96,768,576,12000,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224,Cascade Lake,224,3072,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224m,Cascade Lake,224,6144,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224om,Cascade Lake,224,6144,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224oo,Cascade Lake,224,4608,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224oom,Cascade Lake,224,9216,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S224ooo,Cascade Lake,224,7680,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448,Cascade Lake,448,6144,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448m,Cascade Lake,448,12288,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448om,Cascade Lake,448,12288,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448oo,Cascade Lake,448,9216,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448oom,Cascade Lake,448,18432,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S448ooo,Cascade Lake,448,15360,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672,Cascade Lake,672,9216,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672m,Cascade Lake,672,18432,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672om,Cascade Lake,672,18432,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672oo,Cascade Lake,672,13824,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672oom,Cascade Lake,672,27648,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S672ooo,Cascade Lake,672,23040,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896,Cascade Lake,896,12288,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896m,Cascade Lake,896,24576,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896om,Cascade Lake,896,24576,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896oo,Cascade Lake,896,18432,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896oom,Cascade Lake,896,36864,896,36864,,HDD,1,,
SAP HANA on Azure Large Instances (second generation),S896ooo,Cascade Lake,896,30720,896,36864,,HDD,1,,
